BMW;120;sinine met.;;automaat;06/2012;diisel;;167 200 km ·;12 000 EUR;;https://www.auto24.ee/used/3000366
BMW;320;must;tagavedu;automaat;10/2010;bensiin;2.0 (125 kW);63 557 km ·;12 000 EUR;;https://www.auto24.ee/used/3048492
BMW;325;kuldne;nelikvedu;automaat;09/2007;bensiin;2.5 (160 kW);104 000 km ·;12 000 EUR;;https://www.auto24.ee/used/2998644
BMW;330;must;nelikvedu;automaat;02/2011;diisel;3.0 (180 kW);94 000 km ·;13 000 EUR;12 000 EUR;https://www.auto24.ee/used/2939256
BMW;330;must met.;tagavedu;automaat;04/2008;diisel;3.0 R6 (170 kW);227 599 km ·;16 000 EUR;12 000 EUR;https://www.auto24.ee/used/3048368
BMW;520;must met.;tagavedu;manuaal;04/2012;diisel;2.0 (135 kW);237 500 km ·;12 290 EUR;12 000 EUR;https://www.auto24.ee/used/3059467
BMW;530;tumehall met.;tagavedu;automaat (Tiptronic);2011;diisel;3.0 (180 kW);;14 400 EUR;12 000 EUR;https://www.auto24.ee/used/3000183
BMW;650;must met.;tagavedu;automaat;04/2007;bensiin;4.8 V 8 (270 kW);231 000 km;13 500 EUR;12 000 EUR;https://www.auto24.ee/used/3033961
BMW;X1;hall met.;nelikvedu;automaat (Steptronic);02/2011;diisel;2.0 R4 (105 kW);131 900 km ·;12 000 EUR;;https://www.auto24.ee/used/3052785
BMW;X5;must met.;nelikvedu;automaat;12/2007;diisel;3.0 (173 kW);208 000 km ·;12 199 EUR;;https://www.auto24.ee/used/2993264
BMW;520;must met.;tagavedu;automaat;04/2011;diisel;2.0 (135 kW);186 200 km ·;13 900 EUR;12 399 EUR;https://www.auto24.ee/used/2901369
BMW;318;must met.;tagavedu;automaat;02/2013;diisel;2.0 (105 kW);172 400 km ·;13 500 EUR;12 400 EUR;https://www.auto24.ee/used/2977044
BMW;523;tumesinine;tagavedu;automaat;06/2011;bensiin;3.0 (150 kW);161 200 km ·;13 200 EUR;12 400 EUR;https://www.auto24.ee/used/3055511
BMW;335;hõbedane met. (TITANSILBER METALLIC);tagavedu;manuaal;04/2008;bensiin;3.5 R6 (225 kW);81 244 km;14 990 EUR;12 490 EUR;https://www.auto24.ee/used/3056215
BMW;320;must met.;tagavedu;automaat;06/2013;diisel;2.0 (135 kW);234 170 km ·;13 800 EUR;12 499 EUR;https://www.auto24.ee/used/3050823
BMW;520;tumesinine met. (IMPERIALBLAU BRILLANTEFFEKT METALLI - A89);tagavedu;manuaal (6-käiku);05/2011;diisel;2.0 R4 (135 kW);187 000 km ·;12 499 EUR;;https://www.auto24.ee/used/3048001
BMW;316;sinine met. (Cirrusblau Metallic);tagavedu;automaat;05/1987;bensiin;1.8 R4 (66 kW);54 936 km ·;15 000 EUR;12 500 EUR;https://www.auto24.ee/used/3052362
BMW;318;must met.;tagavedu;automaat;02/2014;diisel;2.0 (105 kW);225 000 km ·;13 500 EUR;12 500 EUR;https://www.auto24.ee/used/3017088
BMW;320;tumehall met.;nelikvedu;automaat;09/2013;diisel;2.0 (135 kW);290 000 km;12 500 EUR;;https://www.auto24.ee/used/3059108
BMW;330;must;tagavedu;automaat;05/2009;diisel;3.0 (180 kW);190 000 km;;12 500 EUR;https://www.auto24.ee/used/2974575
BMW;330;must met.;nelikvedu;automaat;07/2007;diisel;3.0 (170 kW);218 500 km ·;12 500 EUR;;https://www.auto24.ee/used/3063425
BMW;335;must met.;tagavedu;automaat;12/2007;bensiin;3.0 n54 (225 kW);198 000 km;13 000 EUR;12 500 EUR;https://www.auto24.ee/used/3037463
BMW;750;must;tagavedu;automaat;08/2008;bensiin;4.4 V8 (300 kW);142 356 km ·;12 500 EUR;;https://www.auto24.ee/used/3014624
BMW;750;tumesinine met. (Imperialblau);tagavedu;automaat;01/2009;bensiin;4.4 V8 (300 kW);170 000 km ·;12 500 EUR;;https://www.auto24.ee/used/2987910
BMW;523;must met.;tagavedu;automaat;04/2010;bensiin;3.0 (150 kW);144 000 km ·;15 700 EUR;12 555 EUR;https://www.auto24.ee/used/2826371
BMW;550;must met. (Carbonschwarz metallic);tagavedu;automaat;04/2006;bensiin;4.8 V8 (270 kW);200 000 km ·;15 000 EUR;12 600 EUR;https://www.auto24.ee/used/2383494
BMW;320;must;tagavedu;automaat;09/2013;diisel;2.0 (135 kW);181 000 km;15 000 EUR;12 900 EUR;https://www.auto24.ee/used/2985516
BMW;320;valge met. (Mineral White);tagavedu;automaat;06/2012;diisel;2.0 R4 (120 kW);214 000 km;12 900 EUR;;https://www.auto24.ee/used/3062578
BMW;325;hall;tagavedu;automaat;03/2010;diisel;3.0 (145 kW);240 167 km;12 900 EUR;;https://www.auto24.ee/used/3042796
BMW;525;must met.;tagavedu;automaat (steptronic);11/2010;diisel;3.0 R6 (150 kW);356 000 km ·;13 900 EUR;12 900 EUR;https://www.auto24.ee/used/2980104
BMW;525;tumehall met. (SOPHISTOGRAU BRILLANTEFFEKT METALL);tagavedu;manuaal;03/2011;diisel;3.0 N57D30A 6 (150 kW);203 112 km ·;13 200 EUR;12 900 EUR;https://www.auto24.ee/used/3042709
BMW;X1;pruun met.;nelikvedu;automaat (Tiptronic);03/2010;diisel;2.0 (130 kW);185 000 km ·;14 000 EUR;12 900 EUR;https://www.auto24.ee/used/2862918
BMW;X5;valge;nelikvedu;automaat;08/2008;diisel;3.0 (210 kW);232 350 km;13 900 EUR;12 900 EUR;https://www.auto24.ee/used/3039954
BMW;X5;must met.;nelikvedu;automaat;10/2007;diisel;3.0 TDI (173 kW);236 788 km ·;13 900 EUR;12 900 EUR;https://www.auto24.ee/used/2163886
BMW;320;punane met. (BMW Alpina Red);tagavedu;manuaal (6-käiku);03/2014;diisel;2.0 (120 kW);209 000 km ·;14 900 EUR;12 990 EUR;https://www.auto24.ee/used/2694766
BMW;520;beež met.;esivedu;automaat;03/2012;diisel;2.0 (135 kW);236 000 km ·;13 290 EUR;12 990 EUR;https://www.auto24.ee/used/3048916
BMW;523;tumehall;tagavedu;automaat;01/2011;bensiin;3.0 (150 kW);199 000 km ·;13 990 EUR;12 990 EUR;https://www.auto24.ee/used/3063204
BMW;525;tumesinine met.;tagavedu;automaat;10/2010;diisel;3.0 (150 kW);210 000 km ·;13 800 EUR;12 990 EUR;https://www.auto24.ee/used/2987621
BMW;525;tumehall met. (Sophisto Grey);tagavedu;automaat;11/2010;diisel;3.0 (150 kW);236 772 km ·;13 990 EUR;12 990 EUR;https://www.auto24.ee/used/2869320
BMW;530;tumesinine met.;tagavedu;automaat;11/2010;diisel;3.0 (180 kW);252 300 km;13 900 EUR;12 990 EUR;https://www.auto24.ee/used/2981531
BMW;320;valge (Alpine White);tagavedu;automaat;04/2011;diisel;2.0 D (135 kW);194 000 km ·;12 999 EUR;;https://www.auto24.ee/used/2997998
BMW;320;valge met.;tagavedu;automaat;04/2012;diisel;2.0 TD (135 kW);174 000 km;14 500 EUR;12 999 EUR;https://www.auto24.ee/used/3031998
BMW;525;;tagavedu;automaat;01/2011;diisel;3.0 (150 kW);235 000 km;14 000 EUR;12 999 EUR;https://www.auto24.ee/used/3057193
BMW;635;must met. (Black Saphire);tagavedu;automaat;06/2009;diisel;3.0 (210 kW);196 000 km ·;15 000 EUR;12 999 EUR;https://www.auto24.ee/used/3059331
BMW;330;sinine met. (LE-MANS-BLAU);nelikvedu;automaat;08/2010;diisel;3.0 (180 kW);198 232 km ·;13 000 EUR;;https://www.auto24.ee/used/3041826
BMW;520;tumehall met. (Tasman Green Metallic);tagavedu;automaat;10/2010;diisel;2.0 (120 kW);253 000 km ·;13 600 EUR;13 000 EUR;https://www.auto24.ee/used/3020054
BMW;320;must met.;tagavedu;automaat;12/2013;diisel;2.0 ED TwinPower Turbo EfficientDynamics (120 kW);251 000 km;14 600 EUR;13 200 EUR;https://www.auto24.ee/used/2874216
BMW;X3;valge;nelikvedu;automaat;06/2011;diisel;3.0 (190 kW);245 342 km;13 700 EUR;13 290 EUR;https://www.auto24.ee/used/3057459
BMW;530;hall;tagavedu;automaat;01/2011;diisel;3.0 (180 kW);272 000 km;13 900 EUR;13 390 EUR;https://www.auto24.ee/used/2853025
BMW;530;must met.;tagavedu;automaat;06/2011;diisel;3.0 TDI (180 kW);217 000 km ·;14 800 EUR;13 400 EUR;https://www.auto24.ee/used/3009062
BMW;530;tumesinine met.;tagavedu;automaat;10/2011;diisel;3.0 (180 kW);213 800 km;13 490 EUR;;https://www.auto24.ee/used/3011844
BMW;530;tumepruun met. (Havanna Metallic - A17);tagavedu;automaat (8k);12/2010;diisel;3.0 N57 R6 (180 kW);236 100 km ·;13 490 EUR;;https://www.auto24.ee/used/3050128
BMW;530;hall met.;tagavedu;automaat (SPORT);06/2011;diisel;3.0 (180 kW);234 000 km ·;14 999 EUR;13 490 EUR;https://www.auto24.ee/used/3048868
BMW;X5;must met.;nelikvedu;automaat (6);08/2008;diisel;3.0 (210 kW);270 000 km ·;15 990 EUR;13 490 EUR;https://www.auto24.ee/used/2955328
BMW;525;tumehall met.;tagavedu;automaat;06/2010;diisel;3.0 R6 (150 kW);214 000 km ·;14 900 EUR;13 499 EUR;https://www.auto24.ee/used/3028330
BMW;120;oranž met.;;automaat;01/2012;diisel;2.0;199 900 km;13 500 EUR;;https://www.auto24.ee/used/3064014
BMW;325;must;tagavedu;automaat;04/2008;diisel;3.0 (145 kW);276 550 km;14 500 EUR;13 500 EUR;https://www.auto24.ee/used/3063090
BMW;330;must met. (Black Sapphire Metallic);tagavedu;automaat;11/2010;diisel;3.0 (180 kW);175 000 km ·;13 500 EUR;;https://www.auto24.ee/used/2999260
BMW;335;kuldne met.;tagavedu;automaat (Steptronic);05/2007;bensiin;3.0 (225 kW);212 000 km ·;13 500 EUR;;https://www.auto24.ee/used/3043108
BMW;520;must met. (SCHWARZ 2 (668));tagavedu;manuaal (6);08/2011;diisel;2.0 135;137 000 km;16 000 EUR;13 500 EUR;https://www.auto24.ee/used/3016986
BMW;525;must met.;tagavedu;automaat;07/2011;diisel;3.0 (150 kW);266 000 km;16 500 EUR;13 500 EUR;https://www.auto24.ee/used/3031926
BMW;525;must met.;tagavedu;automaat;09/2010;diisel;3.0 (150 kW);171 200 km ·;16 500 EUR;13 500 EUR;https://www.auto24.ee/used/2856344
BMW;528;tumesinine;tagavedu;automaat;09/2010;bensiin;2.8 (190 kW);187 000 km;13 500 EUR;;https://www.auto24.ee/used/2576204
BMW;530;hall (Spacegrau metallic);tagavedu;automaat;03/2010;diisel;3.0 (180 kW);238 000 km;15 000 EUR;13 500 EUR;https://www.auto24.ee/used/3061965
BMW;530;tumesinine met. (Tiefsee-blau metallic);nelikvedu;automaat;06/2011;diisel;3.0 (190 kW);245 000 km ·;14 000 EUR;13 500 EUR;https://www.auto24.ee/used/3063147
BMW;530;valge met. (ALPINWEISS 3);nelikvedu;automaat (8-K);12/2011;diisel;3.0 R6 (190 kW);211 000 km;14 900 EUR;13 500 EUR;https://www.auto24.ee/used/3038949
BMW;730;helehall met. (A72 - Cashmere Silver Metallic);tagavedu;automaat;02/2010;diisel;3.0 (155 kW);250 000 km ·;15 999 EUR;13 500 EUR;https://www.auto24.ee/used/2959364
BMW;520;hõbedane met.;tagavedu;automaat;06/2010;diisel;2.0 (135 kW);237 000 km ·;15 000 EUR;13 600 EUR;https://www.auto24.ee/used/2878952
BMW;X3;valge;nelikvedu;automaat (Steptronic);05/2012;diisel;2.0 (135 kW);233 000 km;15 900 EUR;13 600 EUR;https://www.auto24.ee/used/3002631
BMW;530;must;tagavedu;automaat;2011;diisel;3.0 (180 kW);257 000 km;14 450 EUR;13 650 EUR;https://www.auto24.ee/used/3054438
BMW;318;hõbedane met. (GLACIERSILBER METALLIC);tagavedu;automaat (8-speed);05/2015;diisel;2.0 d (105 kW);238 200 km ·;16 900 EUR;13 899 EUR;https://www.auto24.ee/used/3049018
BMW;X5;must met.;nelikvedu;automaat;09/2007;diisel;3.0 (173 kW);330 000 km ·;14 899 EUR;13 899 EUR;https://www.auto24.ee/used/3061955
BMW;320;must (Black);tagavedu;automaat (Steptronic 8k.);09/2012;diisel;2.0 R4 (135 kW);196 000 km;13 900 EUR;;https://www.auto24.ee/used/3043174
BMW;320;tumesinine met.;nelikvedu;automaat;06/2013;diisel;2.0 (135 kW);225 000 km;13 900 EUR;;https://www.auto24.ee/used/3063319
BMW;320;punane met.;tagavedu;automaat;03/2013;diisel;2.0 (120 kW);176 450 km ·;16 000 EUR;13 900 EUR;https://www.auto24.ee/used/2544416
BMW;325;hall met. (SPACEGRAU METALLIC);tagavedu;automaat;06/2008;diisel;3.0 (145 kW);239 000 km;14 800 EUR;13 900 EUR;https://www.auto24.ee/used/3051337
BMW;330;must met.;tagavedu;automaat;06/2011;diisel;3.0 (180 kW);147 000 km;14 500 EUR;13 900 EUR;https://www.auto24.ee/used/3052030
BMW;520;must;tagavedu;automaat;07/2011;diisel;2.0 (135 kW);133 100 km ·;13 900 EUR;;https://www.auto24.ee/used/3044282
BMW;525;tumehall met.;tagavedu;automaat;09/2011;diisel;2.0 (160 kW);222 387 km ·;13 900 EUR;;https://www.auto24.ee/used/3042125
BMW;525;tumehall met.;tagavedu;automaat;08/2012;diisel;2.0 (160 kW);237 000 km ·;15 000 EUR;13 900 EUR;https://www.auto24.ee/used/3056397
BMW;740;must met.;tagavedu;automaat;03/2009;bensiin;3.0 R6 TwinPower N54 (240 kW);180 500 km;15 900 EUR;13 900 EUR;https://www.auto24.ee/used/3011157
BMW;750;hall met.;tagavedu;automaat;04/2009;bensiin;4.4 V8 (300 kW);226 000 km;16 900 EUR;13 900 EUR;https://www.auto24.ee/used/3046395
BMW;X1;hall met.;nelikvedu;automaat (Steptronic);01/2013;diisel;2.0 R4 (105 kW);125 500 km ·;13 900 EUR;;https://www.auto24.ee/used/3063960
BMW;318;must;tagavedu;automaat;04/2015;diisel;2.0 R4 (105 kW);159 600 km ·;15 600 EUR;13 990 EUR;https://www.auto24.ee/used/3032655
BMW;730;tumehall met.;tagavedu;automaat;09/2009;diisel;3.0 (180 kW);235 000 km ·;15 990 EUR;13 990 EUR;https://www.auto24.ee/used/2993601
BMW;530;must;tagavedu;automaat;03/2010;diisel;3.0 (180 kW);258 700 km ·;15 900 EUR;13 999 EUR;https://www.auto24.ee/used/2966362
BMW;118;valge;tagavedu;automaat;01/2013;diisel;2.0 (105 kW);130 000 km ·;17 000 EUR;14 000 EUR;https://www.auto24.ee/used/2480888
BMW;320;valge met. (Alpine white );tagavedu;automaat;12/2008;bensiin;2.0 (125 kW);60 000 km;;14 000 EUR;https://www.auto24.ee/used/3022210
BMW;330;must (BLACK SAPPHIRE METALLIC);tagavedu;automaat (6kk);05/2011;diisel;3.0 (180 kW);252 000 km ·;15 500 EUR;14 000 EUR;https://www.auto24.ee/used/2977908
BMW;340;helehall met.;tagavedu;manuaal;;bensiin;V8 (214 kW);104 556 km;14 000 EUR;;https://www.auto24.ee/used/3040647
BMW;520;must;tagavedu;automaat;01/2012;diisel;2.0 (135 kW);210 700 km ·;14 500 EUR;14 000 EUR;https://www.auto24.ee/used/3053953
BMW;530;must;tagavedu;automaat;12/2010;diisel;3.0 R6 (180 kW);192 100 km;14 400 EUR;14 000 EUR;https://www.auto24.ee/used/3063375
BMW;530;tumesinine met. (Imperialblau Brillanteffekt Metallic (A89));nelikvedu;automaat (STEPTRONIC 8- KÄIKU);06/2011;diisel;3.0 R6 (190 kW);290 635 km ·;15 500 EUR;14 000 EUR;https://www.auto24.ee/used/3029190
BMW;530;must met. (SCHWARZ 2 High gloss shadow line);tagavedu;automaat (8 käiku);11/2010;diisel;3.0 N57 3.0 (150 kW);234 000 km ·;14 000 EUR;;https://www.auto24.ee/used/1713236
BMW;520;must met.;tagavedu;automaat;05/2012;diisel;2.0 R4 (135 kW);227 000 km ·;15 000 EUR;14 100 EUR;https://www.auto24.ee/used/2833811
BMW;530;tumesinine met. (Tiefseeblau Metallic);nelikvedu;automaat (Steptronic 8 käiku);06/2011;diisel;3.0 R6 (190 kW);206 000 km ·;15 000 EUR;14 100 EUR;https://www.auto24.ee/used/3061902
BMW;330;tumesinine met. (IMPERIALBLAU BRILLANTEFFEKT METALLI (A89));tagavedu;automaat;10/2012;diisel;3.0 Twin-Power Turbo (190 kW);232 000 km ·;15 600 EUR;14 200 EUR;https://www.auto24.ee/used/3058370
BMW;X1;valge met. (Alpinweiss);nelikvedu;automaat;11/2010;diisel;2.0 R4 (130 kW);116 000 km ·;15 000 EUR;14 300 EUR;https://www.auto24.ee/used/3051886
BMW;750;valge (ALPINWEISS 3 (300));tagavedu;automaat;06/2007;bensiin;4.8 V8 (270 kW);93 000 km;14 500 EUR;14 350 EUR;https://www.auto24.ee/used/3044169
BMW;318;valge met. (MINERALWEISS METALLIC (A96));tagavedu;automaat (STEPTRONIC 8-KÄIKU);09/2014;diisel;2.0 R4 TWIN POWER TURBO (105 kW);165 000 km ·;14 399 EUR;;https://www.auto24.ee/used/3033303
BMW;730;must met. (BLACK SHAPPHIRE METALLIC);tagavedu;automaat;05/2009;diisel;3.0 (180 kW);280 000 km ·;14 900 EUR;14 400 EUR;https://www.auto24.ee/used/3041885
BMW;320;tumehall met. (Mineralgrau Metallic);tagavedu;automaat (Sport 8-käiguline);11/2012;diisel;2.0 (135 kW);222 000 km ·;15 490 EUR;14 490 EUR;https://www.auto24.ee/used/3055273
BMW;X1;must met.;tagavedu;automaat;01/2014;diisel;2.0 d (105 kW);140 000 km ·;15 490 EUR;14 490 EUR;https://www.auto24.ee/used/2918406
BMW;X5;kuldne;nelikvedu;automaat;05/2008;bensiin;4.8 (261 kW);278 500 km ·;14 900 EUR;14 490 EUR;https://www.auto24.ee/used/3063258
BMW;530;hõbedane met.;tagavedu;automaat;03/2010;diisel;3.0 (180 kW);197 600 km ·;15 500 EUR;14 499 EUR;https://www.auto24.ee/used/3061984
BMW;116;sinine met.;tagavedu;automaat;12/2013;diisel;2.0 (85 kW);157 000 km ·;15 700 EUR;14 500 EUR;https://www.auto24.ee/used/2992038
BMW;218;must met. (black sapphire metalic);esivedu;manuaal;04/2015;diisel;2.0 D (110 kW);151 000 km ·;15 300 EUR;14 500 EUR;https://www.auto24.ee/used/2848936
BMW;320;valge (Alpinweiss);tagavedu;automaat (Tiptronic (8 käiku));03/2012;diisel;2.0 (135 kW);185 000 km ·;15 500 EUR;14 500 EUR;https://www.auto24.ee/used/3022331
BMW;320;tumehall met.;tagavedu;automaat;06/2012;diisel;2.0 (135 kW);222 300 km ·;14 999 EUR;14 500 EUR;https://www.auto24.ee/used/2800978
BMW;518;hõbedane met. (Glaciersilber metallic");tagavedu;automaat;02/2014;diisel;2.0 (105 kW);222 900 km ·;15 900 EUR;14 500 EUR;https://www.auto24.ee/used/2953084
BMW;520;must met. ("Black Sappire Metallic");tagavedu;automaat;02/2015;diisel;2.0 (135 kW);208 000 km ·;15 500 EUR;14 500 EUR;https://www.auto24.ee/used/3026412
BMW;520;valge;tagavedu;automaat;08/2012;diisel;2.0 (135 kW);215 000 km ·;14 500 EUR;;https://www.auto24.ee/used/3036705
BMW;525;hall met. (Titansilber Metallic - 354);tagavedu;automaat;05/2013;diisel;2.5 (160 kW);193 544 km;14 500 EUR;;https://www.auto24.ee/used/3053580
BMW;525;hõbedane met.;tagavedu;automaat;02/2011;diisel;3.0 R6 (150 kW);267 000 km ·;15 500 EUR;14 500 EUR;https://www.auto24.ee/used/2797578
BMW;530;must met.;tagavedu;automaat;10/2010;diisel;3.0 (180 kW);224 550 km ·;14 500 EUR;;https://www.auto24.ee/used/2999172
BMW;530;must met.;tagavedu;automaat;10/2009;diisel;3.0 TDI (180 kW);244 000 km ·;15 990 EUR;14 500 EUR;https://www.auto24.ee/used/2951101
BMW;530;must (CARBONSCHWARZ METALLIC);nelikvedu;automaat;07/2011;diisel;3.0 (190 kW);245 000 km ·;15 000 EUR;14 500 EUR;https://www.auto24.ee/used/3061016
BMW;730;hall met.;tagavedu;automaat;01/2009;diisel;3.0 (180 kW);310 000 km ·;15 000 EUR;14 500 EUR;https://www.auto24.ee/used/2888916
BMW;730;tumehall met. (SOPHISTOGRAU BRILLANTEFFEKT METALLI (A90));tagavedu;automaat;2009;diisel;3.0 (180 kW);221 839 km ·;16 000 EUR;14 500 EUR;https://www.auto24.ee/used/3047222
BMW;750;hall met.;tagavedu;automaat;03/2009;bensiin;4.4 v8 (300 kW);160 000 km ·;15 500 EUR;14 500 EUR;https://www.auto24.ee/used/3052287
BMW;X1;tumepruun met.;nelikvedu;automaat;11/2011;bensiin;2.0 (180 kW);169 417 km;14 500 EUR;;https://www.auto24.ee/used/2893244
BMW;520;kuldne met. (milanobeige-metallic);tagavedu;automaat;08/2012;diisel;2.0 D (135 kW);168 250 km ·;17 900 EUR;14 550 EUR;https://www.auto24.ee/used/1856048
BMW;320;must met.;tagavedu;automaat;09/2014;diisel;2.0 D (120 kW);169 000 km ·;;14 690 EUR;https://www.auto24.ee/used/3019822
BMW;530;tumehall met.;tagavedu;automaat;10/2009;diisel;3.0 (180 kW);234 855 km ·;14 700 EUR;;https://www.auto24.ee/used/3062535
BMW;X1;valge (valge met. (Mineral White));nelikvedu;automaat;10/2011;diisel;2.0 (130 kW);172 628 km ·;16 950 EUR;14 750 EUR;https://www.auto24.ee/used/3043429
BMW;525;tumesinine;nelikvedu;automaat;03/2012;diisel;2.0 (155 kW);264 000 km ·;15 900 EUR;14 799 EUR;https://www.auto24.ee/used/2963002
BMW;318;pruun met. (Sparkling Bronze);tagavedu;automaat;03/2015;diisel;2.0 R4 (100 kW);220 000 km ·;16 600 EUR;14 900 EUR;https://www.auto24.ee/used/3030967
BMW;328;valge met.;tagavedu;automaat;06/2013;;2.0 (180 kW);98 000 km;14 900 EUR;;https://www.auto24.ee/used/3049251
BMW;520;must met.;tagavedu;automaat;2012;bensiin;2.0 (135 kW);170 000 km ·;15 900 EUR;14 900 EUR;https://www.auto24.ee/used/2962277
BMW;525;must met.;tagavedu;automaat (8 käiku);11/2010;diisel;3.0 (150 kW);148 000 km ·;17 200 EUR;14 900 EUR;https://www.auto24.ee/used/2543729
BMW;530;hõbedane met. (TITANSILBER METALLIC);nelikvedu;automaat (STEPTRONIC 8- KÄIKU);05/2012;diisel;3.0 (190 kW);211 000 km ·;14 900 EUR;;https://www.auto24.ee/used/2828881
BMW;635;must met. (BLACK SAPPHIRE METALLIC);tagavedu;automaat;2008;diisel;3.0 (250 kW);213 000 km;;14 900 EUR;https://www.auto24.ee/used/2950226
BMW;730;hall met. (SPACEGRAU METALLIC);tagavedu;automaat;02/2009;diisel;3.0 R6 (180 kW);203 000 km ·;15 400 EUR;14 900 EUR;https://www.auto24.ee/used/2947574
BMW;750;tumesinine met.;tagavedu;automaat;01/1999;bensiin;5.4 V12 (240 kW);54 300 km ·;14 900 EUR;;https://www.auto24.ee/used/2737978
BMW;320;tumesinine met.;tagavedu;automaat;01/2012;diisel;2.0 (135 kW);137 000 km ·;15 990 EUR;14 990 EUR;https://www.auto24.ee/used/2717788
BMW;520;tumehall met.;tagavedu;automaat;04/2011;diisel;2.0 (135 kW);203 000 km ·;15 590 EUR;14 990 EUR;https://www.auto24.ee/used/2679823
BMW;520;sinine met.;tagavedu;automaat;01/2012;diisel;2.0 (120 kW);185 000 km ·;14 990 EUR;;https://www.auto24.ee/used/3048213
BMW;320;hõbedane met. (glaciersilber);tagavedu;automaat (Steptronic (8 käiku));11/2014;diisel;2.0 R4 Twin Power Turbo;193 224 km ·;15 999 EUR;14 999 EUR;https://www.auto24.ee/used/3018848
BMW;320;tumehall met. (Mineraal hall);nelikvedu;automaat;07/2013;diisel;2.0 (135 kW);214 000 km ·;17 000 EUR;14 999 EUR;https://www.auto24.ee/used/2898671
BMW;525;hõbedane met.;tagavedu;automaat;2010;diisel;3.0 (150 kW);177 000 km;14 999 EUR;;https://www.auto24.ee/used/2060871
BMW;730;hall met.;tagavedu;automaat;01/2010;diisel;3.0 R6 (180 kW);237 500 km;16 900 EUR;14 999 EUR;https://www.auto24.ee/used/3045659
BMW;730;must met. (carbonschwarz);tagavedu;automaat;12/2009;diisel;3.0 (180 kW);218 500 km ·;14 999 EUR;;https://www.auto24.ee/used/2995380
BMW;740;hõbedane met.;tagavedu;automaat;10/2009;diisel;3.0 (225 kW);260 000 km ·;18 000 EUR;14 999 EUR;https://www.auto24.ee/used/3007114
BMW;X3;must met.;nelikvedu;automaat;06/2011;bensiin;3.0 (225 kW);217 000 km ·;16 000 EUR;14 999 EUR;https://www.auto24.ee/used/3025258
BMW;520;must;tagavedu;automaat;06/2012;diisel;2.0 (135 kW);92 000 km ·;;15 000 EUR;https://www.auto24.ee/used/3057600
BMW;520;valge;tagavedu;automaat;01/2013;diisel;2.0 (135 kW);195 000 km ·;16 000 EUR;15 000 EUR;https://www.auto24.ee/used/2555978
BMW;525;must met.;tagavedu;automaat;04/2012;diisel;3.0 (150 kW);220 172 km;16 000 EUR;15 000 EUR;https://www.auto24.ee/used/2989869
BMW;530;must;tagavedu;automaat;03/2011;diisel;3.0 V6 (180 kW);263 000 km;16 000 EUR;15 000 EUR;https://www.auto24.ee/used/3041953
BMW;730;helehall met.;tagavedu;automaat;01/2010;diisel;3.0 (180 kW);;19 000 EUR;15 200 EUR;https://www.auto24.ee/used/2963741
BMW;535;must met. (BLACK SAPPHIRE METALLIC);tagavedu;automaat;03/2010;diisel;3.0 (220 kW);225 330 km;;15 250 EUR;https://www.auto24.ee/used/3025307
BMW;520;sinine;tagavedu;automaat;05/2012;diisel;2.0 (135 kW);169 981 km ·;15 450 EUR;;https://www.auto24.ee/used/3050229
BMW;730;must;tagavedu;automaat;06/2010;diisel;3.0 D (155 kW);232 000 km;15 490 EUR;;https://www.auto24.ee/used/3038196
BMW;530;must met.;tagavedu;automaat;12/2009;diisel;3.0 TDI (180 kW);216 000 km ·;15 495 EUR;;https://www.auto24.ee/used/3011825
BMW;318;sinine met. (Imperialblau Brillanteffekt);tagavedu;automaat (Steptronic (8 käiku));12/2015;diisel;2.0 R4 Twin Power Turbo (110 kW);154 849 km ·;15 499 EUR;;https://www.auto24.ee/used/3060245
BMW;520;must met.;tagavedu;manuaal (6 käiku);06/2014;diisel;2.0 R4 (135 kW);205 000 km ·;16 500 EUR;15 499 EUR;https://www.auto24.ee/used/2659096
BMW;320;must met.;tagavedu;automaat;09/2012;diisel;2.0 (135 kW);206 000 km ·;17 500 EUR;15 500 EUR;https://www.auto24.ee/used/3003722
BMW;320;must;tagavedu;automaat;04/2012;diisel;2.0 (135 kW);146 000 km;18 900 EUR;15 500 EUR;https://www.auto24.ee/used/2916676
BMW;525;must met. (Black Sapphire Metallic-475);tagavedu;automaat (Steptronic 8-käiku);08/2011;diisel;3.0 3,0 R6 Efficient Dynamics (150 kW);249 800 km ·;15 500 EUR;;https://www.auto24.ee/used/3017840
BMW;535;tumesinine met. ((Imperialblau Brillanteffekt Metallik));tagavedu;automaat (STEPTRONIC);07/2010;diisel;3.0 (220 kW);257 200 km ·;17 000 EUR;15 500 EUR;https://www.auto24.ee/used/2521428
BMW;535;tumehall met. (Sophistograu);tagavedu;automaat;04/2011;bensiin;3.0 (225 kW);203 000 km ·;17 500 EUR;15 500 EUR;https://www.auto24.ee/used/3062701
BMW;X6;must (SCHWARZ 2 (668));nelikvedu;automaat;10/2008;diisel;3.0 (210 kW);309 000 km ·;17 000 EUR;15 500 EUR;https://www.auto24.ee/used/3040938
BMW;320;tumesinine met. (IMPERIAL BLAU BRILLIANT EFFEKT);nelikvedu;automaat (STEPTRONIC (8-KÄIKU));06/2013;diisel;2.0 TDI (135 kW);191 000 km ·;15 750 EUR;;https://www.auto24.ee/used/3017888
