BMW;X5;must;nelikvedu;automaat;05/2002;diisel;3.0 (135 kW);324 277 km;4900 EUR;4550 EUR;https://www.auto24.ee/used/3057252
BMW;318;helesinine;tagavedu;manuaal;08/2007;bensiin;2.0 (95 kW);257 090 km;4799 EUR;4599 EUR;https://www.auto24.ee/used/3006916
BMW;120;must;tagavedu;manuaal;01/2008;diisel;2.0 (130 kW);220 000 km;5200 EUR;4600 EUR;https://www.auto24.ee/used/2510990
BMW;320;hall (d);tagavedu;automaat;08/2006;diisel;2.0 (120 kW);290 000 km ·;5400 EUR;4600 EUR;https://www.auto24.ee/used/2441359
BMW;330;tumesinine;nelikvedu;manuaal;05/2007;diisel;3.0 (170 kW);302 000 km;5000 EUR;4600 EUR;https://www.auto24.ee/used/3041283
BMW;330;hall (Hõbedane);tagavedu;manuaal;03/2003;diisel;3.0 (150 kW);260 000 km;4800 EUR;4600 EUR;https://www.auto24.ee/used/2925796
BMW;530;hall;tagavedu;automaat;09/2003;diisel;3.0 (160 kW);230 000 km ·;6000 EUR;4600 EUR;https://www.auto24.ee/used/3047076
BMW;320;hõbedane met.;tagavedu;manuaal (6 käiku);2007;bensiin;2.0 (110 kW);221 000 km ·;4690 EUR;;https://www.auto24.ee/used/3049107
BMW;320;hõbedane met. (TITANSILBER METALLIC 354);tagavedu;manuaal;12/2007;diisel;2.0 R4 (130 kW);216 000 km;5990 EUR;4690 EUR;https://www.auto24.ee/used/3055424
BMW;530;hall met.;tagavedu;automaat;02/2005;diisel;3.0 (160 kW);192 000 km ·;5400 EUR;4690 EUR;https://www.auto24.ee/used/3028324
BMW;520;hall met.;tagavedu;automaat;06/2007;diisel;2.0 (120 kW);380 000 km;4699 EUR;;https://www.auto24.ee/used/3040547
BMW;118;hall met.;tagavedu;manuaal;07/2008;diisel;2.0 (105 kW);218 116 km ·;4700 EUR;;https://www.auto24.ee/used/3054505
BMW;735;must;tagavedu;automaat;03/2002;bensiin;3.6 V8 (200 kW);269 000 km ·;5000 EUR;4750 EUR;https://www.auto24.ee/used/3061904
BMW;118;punane;tagavedu;manuaal (6 käiku);12/2007;diisel;2.0 (105 kW);227 000 km ·;;4790 EUR;https://www.auto24.ee/used/3010642
BMW;525;hõbedane met.;tagavedu;automaat;03/2003;bensiin;2.5 (141 kW);177 000 km ·;4790 EUR;;https://www.auto24.ee/used/3059327
BMW;525;tumehall met.;tagavedu;automaat;2006;diisel;3.0 d (130 kW);267 000 km ·;4790 EUR;;https://www.auto24.ee/used/3006157
BMW;320;tumehall met.;tagavedu;automaat;09/2005;diisel;2.0 (120 kW);330 000 km;5000 EUR;4799 EUR;https://www.auto24.ee/used/3035188
BMW;745;sinine met.;tagavedu;automaat;2002;bensiin + gaas (LPG/vedelgaas);4.4 (245 kW);269 100 km;4799 EUR;;https://www.auto24.ee/used/1921957
BMW;320;hall met.;tagavedu;automaat;09/2006;diisel;2.0 (120 kW);223 500 km;4800 EUR;;https://www.auto24.ee/used/3022309
BMW;330;must;tagavedu;automaat (Steptronic);03/2004;diisel;3.0 (150 kW);255 000 km;4800 EUR;;https://www.auto24.ee/used/3047304
BMW;520;tumehall met. (Platingrau metallik);tagavedu;automaat;12/2007;diisel;2.0 (130 kW);290 000 km;4800 EUR;;https://www.auto24.ee/used/2915422
BMW;540;helehall;tagavedu;automaat;1998;bensiin;4.4 V8 M62B44 (210 kW);256 000 km;5000 EUR;4800 EUR;https://www.auto24.ee/used/3057623
BMW;730;tumesinine met.;tagavedu;automaat;02/2003;diisel;3.0 R6 (160 kW);451 000 km;5000 EUR;4800 EUR;https://www.auto24.ee/used/3061160
BMW;X5;hõbedane met. (TITANSILBER METALLIC);nelikvedu;automaat;12/2001;bensiin + gaas (LPG/vedelgaas);3.0 (170 kW);182 750 km ·;5000 EUR;4800 EUR;https://www.auto24.ee/used/3064169
BMW;320;hõbedane;tagavedu;automaat;11/2007;diisel;2.0 (130 kW);;5500 EUR;4850 EUR;https://www.auto24.ee/used/3017974
BMW;325;must met.;tagavedu;manuaal;05/2002;bensiin;2.5 R6 (141 kW);145 000 km ·;5200 EUR;4850 EUR;https://www.auto24.ee/used/3027435
BMW;530;tumeroheline met. (OXFORDGRUEN 2 METALLIC);tagavedu;automaat;01/2005;diisel;3.0 R6 (160 kW);155 300 km;5790 EUR;4890 EUR;https://www.auto24.ee/used/2985969
BMW;118;must;tagavedu;manuaal;08/2008;diisel;2.0 (105 kW);230 000 km;5200 EUR;4900 EUR;https://www.auto24.ee/used/2983545
BMW;320;must met.;tagavedu;manuaal;06/2005;diisel;2.0 (120 kW);194 850 km ·;6000 EUR;4900 EUR;https://www.auto24.ee/used/3019832
BMW;330;hõbedane met.;tagavedu;automaat;2006;diisel;3.0 TDI (170 kW);305 000 km;5200 EUR;4900 EUR;https://www.auto24.ee/used/2202765
BMW;525;tumesinine;tagavedu;automaat;11/2006;diisel;2.5 (120 kW);312 000 km;5500 EUR;4900 EUR;https://www.auto24.ee/used/3017687
BMW;118;helesinine met.;tagavedu;manuaal;01/2009;diisel;2.0 (105 kW);203 000 km ·;5990 EUR;4990 EUR;https://www.auto24.ee/used/2700424
BMW;118;hõbedane met.;tagavedu;manuaal (6 käiku);02/2008;diisel;2.0 D (105 kW);242 388 km ·;4990 EUR;;https://www.auto24.ee/used/3011139
BMW;318;tumesinine met.;tagavedu;manuaal;09/2007;diisel;2.0 (90 kW);217 000 km ·;4990 EUR;;https://www.auto24.ee/used/3059222
BMW;320;hõbedane;nelikvedu;automaat;07/2006;diisel;2.4 (120 kW);227 300 km;4990 EUR;;https://www.auto24.ee/used/2963701
BMW;320;must met.;tagavedu;manuaal;06/2006;diisel;2.0 (120 kW);193 000 km ·;4990 EUR;;https://www.auto24.ee/used/3059268
BMW;325;tumesinine met. (MONACOBLAU METALLIC (A35));tagavedu;automaat;11/2005;bensiin;2.5 N52K (160 kW);228 000 km ·;5550 EUR;4990 EUR;https://www.auto24.ee/used/2949322
BMW;330;tumelilla met.;tagavedu;automaat (Steptronic);04/2006;diisel;3.0;272 000 km ·;5990 EUR;4990 EUR;https://www.auto24.ee/used/2990519
BMW;525;sinine met.;tagavedu;automaat;06/2005;diisel;2.5 (120 kW);200 700 km;5550 EUR;4990 EUR;https://www.auto24.ee/used/2987651
BMW;525;must met.;tagavedu;automaat;03/2005;diisel;2.5 TDI (130 kW);192 000 km ·;4990 EUR;;https://www.auto24.ee/used/3059313
BMW;525;must met.;tagavedu;automaat;06/2005;diisel;2.5 TDI (130 kW);192 000 km ·;4990 EUR;;https://www.auto24.ee/used/3059348
BMW;530;must met.;nelikvedu;automaat;09/2006;bensiin;3.0 (190 kW);245 500 km;5990 EUR;4990 EUR;https://www.auto24.ee/used/3049747
BMW;315;hõbedane;tagavedu;manuaal;05/1983;bensiin;1.6 (55 kW);258 155 km;6500 EUR;4999 EUR;https://www.auto24.ee/used/3058464
BMW;318;must;tagavedu;manuaal;11/2008;diisel;2.0 (105 kW);166 850 km;5600 EUR;4999 EUR;https://www.auto24.ee/used/3038267
BMW;320;tumehall met.;tagavedu;automaat;10/2005;diisel;2.0 R4 (120 kW);208 000 km ·;5700 EUR;4999 EUR;https://www.auto24.ee/used/3011069
BMW;330;tumehall;nelikvedu;automaat;09/2005;diisel;3.0 (170 kW);340 000 km;5499 EUR;4999 EUR;https://www.auto24.ee/used/3061180
BMW;330;sinine met.;nelikvedu;automaat;05/2006;diisel;3.0 TD (170 kW);283 000 km ·;5700 EUR;4999 EUR;https://www.auto24.ee/used/3037697
BMW;525;must met.;tagavedu;automaat;04/2004;diisel;2.5 (120 kW);312 000 km;4999 EUR;;https://www.auto24.ee/used/2976171
BMW;530;hõbedane met.;tagavedu;automaat (6k);06/2005;diisel;3.0 R6 (160 kW);222 000 km ·;5700 EUR;4999 EUR;https://www.auto24.ee/used/3056530
BMW;530;must;tagavedu;automaat;09/2003;diisel;3.0 R6 TDI (160 kW);280 000 km;5500 EUR;4999 EUR;https://www.auto24.ee/used/3050075
BMW;750;must met.;tagavedu;automaat;04/2006;bensiin;4.8 v8 (270 kW);205 000 km;6999 EUR;4999 EUR;https://www.auto24.ee/used/3060348
BMW;318;must;tagavedu;manuaal;04/1995;bensiin;1.8 (103 kW);205 000 km;5000 EUR;;https://www.auto24.ee/used/3061839
BMW;320;must;tagavedu;automaat;03/2007;diisel;2.0 (120 kW);234 000 km ·;5000 EUR;;https://www.auto24.ee/used/2860087
BMW;323;must;tagavedu;manuaal;05/2000;bensiin;2.5 (125 kW);280 000 km;5700 EUR;5000 EUR;https://www.auto24.ee/used/2607762
BMW;325;must;tagavedu;automaat;07/2006;bensiin;2.5 (160 kW);198 500 km;5999 EUR;5000 EUR;https://www.auto24.ee/used/2544390
BMW;520;tumepunane met. (Barbera Red);tagavedu;automaat;06/2007;diisel;tdi (120 kW);274 545 km;6800 EUR;5000 EUR;https://www.auto24.ee/used/2732677
BMW;520;hõbedane met.;tagavedu;automaat;07/2004;bensiin;2.2 (125 kW);254 000 km;5500 EUR;5000 EUR;https://www.auto24.ee/used/3024750
BMW;525;hõbedane met.;tagavedu;manuaal;04/2005;diisel;2.5 TDI (120 kW);242 000 km;5900 EUR;5000 EUR;https://www.auto24.ee/used/2803492
BMW;530;hõbedane;tagavedu;automaat;05/2007;bensiin;3.0 (190 kW);311 012 km ·;5300 EUR;5000 EUR;https://www.auto24.ee/used/2845477
BMW;535;hõbedane;tagavedu;automaat;07/2005;diisel;3.0 (200 kW);245 861 km;5300 EUR;5000 EUR;https://www.auto24.ee/used/3046482
BMW;730;must;tagavedu;automaat;03/2004;diisel;3.0 (160 kW);240 000 km;5000 EUR;;https://www.auto24.ee/used/3062445
BMW;745;must met.;tagavedu;automaat;06/2003;bensiin;4.4 v8 (245 kW);318 000 km;5000 EUR;;https://www.auto24.ee/used/2587133
BMW;525;must;tagavedu;automaat;09/2006;diisel;2.5 (130 kW);324 000 km;6000 EUR;5001 EUR;https://www.auto24.ee/used/3032554
BMW;730;must (Black Saphire);tagavedu;automaat;12/2004;diisel;3.0 (160 kW);331 200 km;5300 EUR;5050 EUR;https://www.auto24.ee/used/3046234
BMW;525;must met.;tagavedu;automaat;01/2007;diisel;2.5 (130 kW);215 875 km ·;6500 EUR;5100 EUR;https://www.auto24.ee/used/3037605
BMW;530;hall;tagavedu;automaat;02/2005;diisel;3.0 (160 kW);295 000 km;5100 EUR;;https://www.auto24.ee/used/3013922
BMW;530;tumesinine;nelikvedu;automaat;06/2006;diisel;3.0 (170 kW);284 000 km;5100 EUR;;https://www.auto24.ee/used/3021425
BMW;330;must met.;nelikvedu;automaat (Steptronic);12/2005;diisel;3.0 (170 kW);285 000 km;;5190 EUR;https://www.auto24.ee/used/3020676
BMW;525;tumehall met.;tagavedu;manuaal;01/2005;diisel;2.5 TDI (130 kW);224 000 km ·;5190 EUR;;https://www.auto24.ee/used/3059310
BMW;525;;tagavedu;automaat;05/2005;diisel;2.5 (120 kW);207 000 km;5690 EUR;5190 EUR;https://www.auto24.ee/used/3012370
BMW;118;tumesinine;tagavedu;manuaal;05/2008;diisel;2.0 (105 kW);219 148 km;6000 EUR;5200 EUR;https://www.auto24.ee/used/3030388
BMW;318;must;tagavedu;manuaal;08/2008;diisel;2.0 (105 kW);234 000 km ·;5600 EUR;5200 EUR;https://www.auto24.ee/used/3056342
BMW;320;hall met.;tagavedu;manuaal;05/2003;bensiin;2.2 (125 kW);274 764 km ·;5500 EUR;5200 EUR;https://www.auto24.ee/used/3042968
BMW;320;hõbedane;tagavedu;manuaal;12/2008;diisel;2.0 (100 kW);232 000 km ·;6000 EUR;5200 EUR;https://www.auto24.ee/used/3015974
BMW;320;hõbedane met.;tagavedu;manuaal;01/2009;diisel;2.0 TD (100 kW);158 000 km;6500 EUR;5200 EUR;https://www.auto24.ee/used/3044198
BMW;330;tumehall;tagavedu;automaat;03/2003;diisel;3.0 CD (150 kW);238 000 km;;5200 EUR;https://www.auto24.ee/used/2623750
BMW;330;must;tagavedu;poolautomaat (SMG);04/2002;bensiin;3.0 (170 kW);260 000 km;5600 EUR;5200 EUR;https://www.auto24.ee/used/3011199
BMW;525;hõbedane;tagavedu;automaat;02/2005;diisel;2.5 (130 kW);303 000 km;5600 EUR;5200 EUR;https://www.auto24.ee/used/3029884
BMW;525;hall;tagavedu;automaat;04/2008;diisel;2.5 (145 kW);297 000 km;6100 EUR;5200 EUR;https://www.auto24.ee/used/2920627
BMW;320;hõbedane met.;tagavedu;automaat;09/2006;bensiin;2.0 (110 kW);131 000 km;5250 EUR;;https://www.auto24.ee/used/3064081
BMW;530;must (530D);tagavedu;automaat;08/2004;diisel;3.0 TDI (160 kW);273 317 km;5400 EUR;5250 EUR;https://www.auto24.ee/used/3062659
BMW;118;hall met.;tagavedu;automaat;05/2008;diisel;2.0 (100 kW);205 000 km ·;5890 EUR;5299 EUR;https://www.auto24.ee/used/3048954
BMW;318;oranž;tagavedu;;1984;bensiin;1.8 (77 kW);;6100 EUR;5300 EUR;https://www.auto24.ee/used/2964332
BMW;325;must;nelikvedu;automaat;08/2006;bensiin;2.5 (160 kW);189 000 km ·;6900 EUR;5300 EUR;https://www.auto24.ee/used/2824428
BMW;330;hõbedane met.;tagavedu;manuaal (6 kaiku);09/2003;diisel;3.0 (150 kW);165 000 km ·;5300 EUR;;https://www.auto24.ee/used/3052313
BMW;530;tumesinine;tagavedu;automaat;08/2005;diisel;3.0 (160 kW);327 530 km;6200 EUR;5300 EUR;https://www.auto24.ee/used/3048345
BMW;320;tumehall met.;tagavedu;automaat;10/2007;diisel;2.0 TDI (130 kW);195 997 km ·;5990 EUR;5390 EUR;https://www.auto24.ee/used/3045111
BMW;525;tumesinine met. (MONACOBLAU METALLIC (A35));tagavedu;automaat;06/2007;diisel;3.0 (145 kW);296 356 km;5390 EUR;;https://www.auto24.ee/used/2961237
BMW;316;kuldne;tagavedu;manuaal;04/2008;bensiin;1.6 (90 kW);135 270 km ·;6400 EUR;5400 EUR;https://www.auto24.ee/used/3043228
BMW;318;must;tagavedu;manuaal;03/2007;diisel;2.0 (90 kW);261 563 km ·;6400 EUR;5400 EUR;https://www.auto24.ee/used/3022242
BMW;320;must;tagavedu;manuaal (6-käiku);09/2006;diisel;2.0 R4 (120 kW);260 073 km ·;5800 EUR;5400 EUR;https://www.auto24.ee/used/2270571
BMW;530;must met.;tagavedu;automaat;07/2005;diisel;3.0 D (160 kW);267 000 km ·;5400 EUR;;https://www.auto24.ee/used/3047223
BMW;315;hall;tagavedu;manuaal;01/1984;bensiin;1.6 R4 (55 kW);287 800 km;5990 EUR;5490 EUR;https://www.auto24.ee/used/2284729
BMW;320;must met.;tagavedu;automaat;03/2007;diisel;2.0 (110 kW);;6500 EUR;5490 EUR;https://www.auto24.ee/used/3048338
BMW;323;must met. (cosmosschwarz metallic);tagavedu;manuaal;04/2000;bensiin;2.5 i (125 kW);202 000 km;5490 EUR;;https://www.auto24.ee/used/2305200
BMW;325;hall met.;tagavedu;manuaal (6 käiku);04/2006;bensiin;2.5 (160 kW);253 000 km ·;6000 EUR;5490 EUR;https://www.auto24.ee/used/3016882
BMW;325;must met.;tagavedu;automaat;2005;bensiin;2.5 (160 kW);255 000 km ·;5490 EUR;;https://www.auto24.ee/used/3018555
BMW;325;must met.;nelikvedu;automaat;2007;bensiin;2.5 (160 kW);255 000 km ·;5490 EUR;;https://www.auto24.ee/used/3028921
BMW;523;must;tagavedu;automaat;2006;bensiin;2.5 (130 kW);248 000 km ·;5490 EUR;;https://www.auto24.ee/used/3049108
BMW;120;hall met.;tagavedu;automaat;05/2005;bensiin;2.0 (110 kW);146 000 km;5999 EUR;5499 EUR;https://www.auto24.ee/used/2963090
BMW;320;hõbedane;tagavedu;automaat;12/2006;diisel;2.0 D (120 kW);280 000 km;5900 EUR;5499 EUR;https://www.auto24.ee/used/3053663
BMW;525;tumehall;tagavedu;automaat;02/2007;diisel;2.5 (120 kW);293 538 km ·;5999 EUR;5499 EUR;https://www.auto24.ee/used/3047290
BMW;530;must met.;nelikvedu;automaat;07/2009;diisel;3.0 D (173 kW);349 000 km;5499 EUR;;https://www.auto24.ee/used/3058349
BMW;318;tumehall met.;tagavedu;automaat;12/2007;bensiin;2.0 (95 kW);185 000 km;;5500 EUR;https://www.auto24.ee/used/2902480
BMW;318;tumehall met.;tagavedu;manuaal (6 käiku);07/2007;diisel;2.0 (90 kW);299 000 km;7500 EUR;5500 EUR;https://www.auto24.ee/used/2981776
BMW;320;helehall (Titanium Silver Metallic);tagavedu;manuaal;02/2008;diisel;2.0 R4 (130 kW);161 175 km;6000 EUR;5500 EUR;https://www.auto24.ee/used/3023899
BMW;320;must met.;tagavedu;automaat;11/2004;diisel;2.0 cd (110 kW);260 000 km ·;6000 EUR;5500 EUR;https://www.auto24.ee/used/3052272
BMW;330;hõbedane;nelikvedu;automaat;09/2006;diisel;3.0 (170 kW);237 000 km;6400 EUR;5500 EUR;https://www.auto24.ee/used/2999041
BMW;520;tumesinine;tagavedu;automaat;10/2004;bensiin;2.2 (125 kW);109 000 km;5500 EUR;;https://www.auto24.ee/used/3035304
BMW;525;helehall met.;tagavedu;automaat;02/2006;diisel;2.5 (130 kW);325 000 km;5500 EUR;;https://www.auto24.ee/used/3053141
BMW;525;must met.;nelikvedu;manuaal;12/1993;bensiin;2.5 R6 (141 kW);280 000 km;8500 EUR;5500 EUR;https://www.auto24.ee/used/3048234
BMW;530;hõbedane met. (titan);tagavedu;automaat;07/2005;diisel;3.0 (160 kW);340 000 km;6800 EUR;5500 EUR;https://www.auto24.ee/used/3044395
BMW;530;hõbedane met.;tagavedu;automaat;09/2006;diisel;3.0 R6 (170 kW);;5500 EUR;;https://www.auto24.ee/used/3017145
BMW;530;hõbedane;tagavedu;automaat;10/2003;diisel;3.0 (160 kW);287 867 km ·;5800 EUR;5500 EUR;https://www.auto24.ee/used/2997967
BMW;535;tumehall met.;tagavedu;automaat;04/2005;diisel;3.0 (200 kW);269 000 km;6000 EUR;5500 EUR;https://www.auto24.ee/used/2741765
BMW;730;must met.;tagavedu;automaat;2004;diisel;3.0 (160 kW);;5500 EUR;;https://www.auto24.ee/used/2659018
BMW;740;;tagavedu;automaat;02/2003;diisel;(190 kW);280 000 km ·;7500 EUR;5500 EUR;https://www.auto24.ee/used/2919999
BMW;X3;hall;nelikvedu;automaat;11/2004;diisel;3.0 (150 kW);153 000 km ·;6000 EUR;5500 EUR;https://www.auto24.ee/used/2997194
BMW;320;hall met.;tagavedu;manuaal (6);05/2005;diisel;2.0 (110 kW);230 000 km ·;6000 EUR;5550 EUR;https://www.auto24.ee/used/3057654
BMW;318;hall met.;tagavedu;automaat;12/2006;bensiin;2.0 (95 kW);150 000 km;;5555 EUR;https://www.auto24.ee/used/3042104
BMW;320;tumeroheline met.;tagavedu;manuaal (6 käiku);09/2006;bensiin;2.0 (110 kW);166 000 km ·;5590 EUR;;https://www.auto24.ee/used/2984101
BMW;320;tumepunane;tagavedu;automaat;02/2008;diisel;2.0 (130 kW);246 972 km ·;6000 EUR;5599 EUR;https://www.auto24.ee/used/3033950
BMW;525;tumehall met.;tagavedu;automaat;06/2007;diisel;3.0 (145 kW);234 000 km;5900 EUR;5599 EUR;https://www.auto24.ee/used/3029834
BMW;118;hõbedane;tagavedu;manuaal;07/2008;diisel;2.0 (105 kW);185 000 km ·;5600 EUR;;https://www.auto24.ee/used/3046407
BMW;530;must;tagavedu;automaat;01/2005;diisel;3.0 (160 kW);270 000 km;5600 EUR;;https://www.auto24.ee/used/3047438
BMW;318;tumesinine;tagavedu;manuaal;04/2008;diisel;2.0 R4 (100 kW);293 618 km ·;7500 EUR;5690 EUR;https://www.auto24.ee/used/2960311
BMW;525;tumeroheline;tagavedu;manuaal (6 käiku);02/2006;diisel;2.5 TDI (120 kW);312 260 km ·;5690 EUR;;https://www.auto24.ee/used/3028185
BMW;320;helehall;tagavedu;automaat;11/2005;diisel;2.0 M47 (120 kW);222 233 km;5700 EUR;5699 EUR;https://www.auto24.ee/used/3056237
BMW;530;must met.;tagavedu;automaat;01/2005;diisel;3.0 (160 kW);;5999 EUR;5699 EUR;https://www.auto24.ee/used/3035693
BMW;320;hall met.;tagavedu;automaat;01/2008;diisel;2.0 (130 kW);205 000 km ·;5900 EUR;5700 EUR;https://www.auto24.ee/used/3049804
BMW;330;must;nelikvedu;automaat;02/2007;diisel;3.0 (170 kW);265 000 km ·;6300 EUR;5700 EUR;https://www.auto24.ee/used/3044977
BMW;523;must;tagavedu;automaat;06/2006;bensiin;2.5 (130 kW);197 500 km;6300 EUR;5700 EUR;https://www.auto24.ee/used/3008291
BMW;530;must met.;tagavedu;automaat;08/2004;diisel;3.0 (160 kW);;6200 EUR;5750 EUR;https://www.auto24.ee/used/3045767
BMW;320;hall met.;tagavedu;automaat;05/2008;diisel;2.0 (130 kW);146 000 km ·;5790 EUR;;https://www.auto24.ee/used/3061101
BMW;325;must met.;tagavedu;manuaal (6-ne);11/2007;bensiin;2.5 i (160 kW);239 000 km ·;5790 EUR;;https://www.auto24.ee/used/2974958
BMW;530;heleroheline met.;nelikvedu;automaat;2007;diisel;3.0 TDI (170 kW);254 189 km;6300 EUR;5790 EUR;https://www.auto24.ee/used/3051987
BMW;530;must;tagavedu;manuaal;07/2005;diisel;3.0 (160 kW);270 502 km;6990 EUR;5790 EUR;https://www.auto24.ee/used/3041280
BMW;530;must met. (Black Sapphire Metallic);tagavedu;automaat (Tiptronic);06/2007;diisel;3.0 M57T2 (173 kW);387 000 km ·;6500 EUR;5799 EUR;https://www.auto24.ee/used/3053884
BMW;X3;must met.;nelikvedu;automaat;11/2005;diisel;3.0 (150 kW);206 000 km ·;6500 EUR;5799 EUR;https://www.auto24.ee/used/2913380
BMW;320;hall met.;tagavedu;automaat;04/2008;diisel;2.0 (130 kW);225 000 km;6300 EUR;5800 EUR;https://www.auto24.ee/used/2669665
BMW;525;hall met.;tagavedu;automaat;07/2005;diisel;2.5 (130 kW);271 800 km;5800 EUR;;https://www.auto24.ee/used/3059320
BMW;530;must;nelikvedu;automaat;05/2006;diisel;3.0 (170 kW);236 000 km ·;6500 EUR;5800 EUR;https://www.auto24.ee/used/3049288
BMW;530;must;tagavedu;automaat;06/2006;diisel;3.0 (170 kW);;7200 EUR;5800 EUR;https://www.auto24.ee/used/2714239
BMW;530;tumehall met.;tagavedu;automaat;03/2005;diisel;3.0 (160 kW);171 445 km;5800 EUR;;https://www.auto24.ee/used/2853288
BMW;530;hall;tagavedu;automaat;09/2003;diisel;3.0 (160 kW);287 000 km;7700 EUR;5800 EUR;https://www.auto24.ee/used/2973788
BMW;540;tumepunane (Brokatrot metallic);tagavedu;automaat (ZF 5HP30);05/1995;;4.0 M60B40 (210 kW);318 000 km;6300 EUR;5800 EUR;https://www.auto24.ee/used/3051921
BMW;530;hõbedane;nelikvedu;automaat;01/2006;diisel;3.0 (170 kW);271 000 km;6500 EUR;5850 EUR;https://www.auto24.ee/used/2784502
BMW;730;hall;tagavedu;automaat;08/2004;bensiin;3.0 R6 (170 kW);207 600 km;7300 EUR;5850 EUR;https://www.auto24.ee/used/2838919
BMW;530;hall met. (Silber Grau Metallic);nelikvedu;automaat (Tiptronic);11/2006;bensiin;3.0 R6 (190 kW);281 400 km ·;5990 EUR;5890 EUR;https://www.auto24.ee/used/3055520
BMW;X5;must ( Black Sapphire);nelikvedu;automaat;2003;diisel;3.0 (135 kW);228 000 km ·;5890 EUR;;https://www.auto24.ee/used/3055671
BMW;320;tumehall met.;tagavedu;automaat;02/2007;diisel;2.0 (120 kW);182 423 km ·;5900 EUR;;https://www.auto24.ee/used/3047143
BMW;525;;;automaat;06/2005;diisel;;200 000 km;5900 EUR;;https://www.auto24.ee/used/3022357
BMW;530;must met. (BLACK SAPPHIRE METALLIC);tagavedu;automaat;07/2007;diisel;3.0 (160 kW);384 000 km;6500 EUR;5900 EUR;https://www.auto24.ee/used/3056582
BMW;530;hõbedane;tagavedu;automaat;01/2007;diisel;3.0 R6 (170 kW);273 749 km;6700 EUR;5900 EUR;https://www.auto24.ee/used/2725339
BMW;530;must met.;tagavedu;automaat;08/2004;diisel;3.0 D (160 kW);269 000 km ·;5900 EUR;;https://www.auto24.ee/used/3063145
BMW;530;hall met.;tagavedu;automaat;01/2006;diisel;3.0 (160 kW);305 000 km;6200 EUR;5900 EUR;https://www.auto24.ee/used/2994317
BMW;740;hõbedane;tagavedu;automaat;10/2004;diisel;3.9 (190 kW);165 000 km;9000 EUR;5900 EUR;https://www.auto24.ee/used/2623051
BMW;118;must met.;tagavedu;manuaal (6 käiku);11/2008;diisel;2.0 TDI (105 kW);185 000 km ·;5990 EUR;;https://www.auto24.ee/used/3059165
BMW;320;tumesinine met.;tagavedu;manuaal (6 Käiku);10/2005;diisel;2.0 (110 kW);267 000 km ·;6950 EUR;5990 EUR;https://www.auto24.ee/used/3059303
BMW;330;hall met. (Arktis Metallic);tagavedu;manuaal (6-käiku);2006;bensiin;3.0 R6 (190 kW);259 000 km ·;5990 EUR;;https://www.auto24.ee/used/2978725
BMW;520;must met.;esivedu;manuaal (6 käiku);12/2007;diisel;2.0 (120 kW);198 000 km ·;6990 EUR;5990 EUR;https://www.auto24.ee/used/3047993
BMW;525;must;tagavedu;automaat;06/2004;;2.5 (130 kW);295 000 km ·;5990 EUR;;https://www.auto24.ee/used/3039971
BMW;530;tumeroheline met.;nelikvedu;manuaal (6-ne);2006;bensiin;3.0 (190 kW);280 000 km ·;6490 EUR;5990 EUR;https://www.auto24.ee/used/2858290
BMW;545;tumesinine met. (Orient Blue);tagavedu;automaat (Tiptronic);09/2003;bensiin;4.4 V8 (245 kW);;7500 EUR;5990 EUR;https://www.auto24.ee/used/3051629
BMW;118;must;tagavedu;manuaal (6-käiku);06/2009;diisel;2.0 (105 kW);202 000 km;;5999 EUR;https://www.auto24.ee/used/3063427
BMW;520;helepruun;tagavedu;automaat;02/2008;diisel;2.0 (120 kW);335 000 km ·;7000 EUR;5999 EUR;https://www.auto24.ee/used/2895447
BMW;520;hõbedane met.;tagavedu;manuaal;11/2007;diisel;2.0 d (120 kW);202 150 km ·;6555 EUR;5999 EUR;https://www.auto24.ee/used/2985420
BMW;525;must met.;tagavedu;automaat;01/2005;diisel;2.5 TD (130 kW);325 600 km;5999 EUR;;https://www.auto24.ee/used/3064051
BMW;525;hall;tagavedu;manuaal;01/2005;bensiin;2.5 (141 kW);276 643 km;6199 EUR;5999 EUR;https://www.auto24.ee/used/2788694
BMW;530;must;tagavedu;automaat;05/2006;diisel;3.0 (200 kW);;7000 EUR;5999 EUR;https://www.auto24.ee/used/2806156
BMW;535;hall;tagavedu;automaat;11/2004;diisel;3.0 (200 kW);250 000 km;6400 EUR;5999 EUR;https://www.auto24.ee/used/2952377
BMW;745;must;tagavedu;automaat;03/2002;bensiin;4.4 V8 (245 kW);266 000 km ·;5999 EUR;;https://www.auto24.ee/used/3003897
BMW;318;kuldne;tagavedu;automaat;09/2007;bensiin;2.0 (95 kW);142 000 km;6000 EUR;;https://www.auto24.ee/used/3057263
BMW;325;tumesinine;tagavedu;automaat;06/2007;diisel;3.0 (145 kW);290 000 km;6500 EUR;6000 EUR;https://www.auto24.ee/used/3055457
BMW;325;tumehall;tagavedu;automaat;09/2007;diisel;3.0 (145 kW);290 000 km;6000 EUR;;https://www.auto24.ee/used/2871648
BMW;330;must;nelikvedu;automaat;11/2007;diisel;3.0 (170 kW);300 100 km;6000 EUR;;https://www.auto24.ee/used/3050848
BMW;520;hall;tagavedu;manuaal;01/2008;diisel;2.0 R4 TDI (130 kW);300 000 km;6000 EUR;;https://www.auto24.ee/used/2706086
